Sci,Year,TowID,Lat,Long,Wt,AreaSwept_ha
Sebastes_jordani,2021,2021_117_37062253,37.11305556,-122.87277778,0,1
Sebastes_jordani,2021,2021_117_38142326,38.25,-123.43277778,0,1
Sebastes_jordani,2021,2021_117_38552358,38.92527778,-123.95805556,0,1
Sebastes_jordani,2021,2021_118_35422142,35.69888889,-121.68972222,0,1
Sebastes_jordani,2021,2021_118_37122238,37.19222222,-122.62861111,0.242861741808,1
Sebastes_jordani,2021,2021_118_37572327,37.93083333,-123.44083333,0,1
Sebastes_jordani,2021,2021_119_35402148,35.67916667,-121.76888889,0,1
Sebastes_jordani,2021,2021_119_37122239,37.19805556,-122.65416667,0.100757554706,1
Sebastes_jordani,2021,2021_119_37482308,37.81472222,-123.13138889,0,1
Sebastes_jordani,2021,2021_119_38492346,38.82666667,-123.7825,0,1
Sebastes_jordani,2021,2021_12_46242429,46.38305556,-124.47388889,0,1
Sebastes_jordani,2021,2021_12_46542446,46.89333333,-124.76388889,0,1
Sebastes_jordani,2021,2021_12_47062428,47.10583333,-124.46944444,0,1
Sebastes_jordani,2021,2021_12_48022553,48.02972222,-125.87805556,0,1
Sebastes_jordani,2021,2021_120_35282145,35.47527778,-121.74305556,0,1
Sebastes_jordani,2021,2021_120_37482255,37.79055556,-122.92083333,0,1
Sebastes_jordani,2021,2021_120_38382333,38.65,-123.55916667,0,1
Sebastes_jordani,2021,2021_121_35382131,35.62361111,-121.52083333,0,1
Sebastes_jordani,2021,2021_121_36602236,36.99833333,-122.59611111,0,1
Sebastes_jordani,2021,2021_121_37192233,37.31888889,-122.57166667,0,1
Sebastes_jordani,2021,2021_121_38362329,38.61638889,-123.49916667,0,1
Sebastes_jordani,2021,2021_122_35422128,35.68527778,-121.46527778,0,1
Sebastes_jordani,2021,2021_122_37022242,37.02833333,-122.68972222,0,1
Sebastes_jordani,2021,2021_122_37162247,37.27444444,-122.77027778,0.13310584456,1
Sebastes_jordani,2021,2021_122_38332339,38.54638889,-123.64138889,907.305768207458,1
Sebastes_jordani,2021,2021_123_35262127,35.42333333,-121.43638889,0,1
Sebastes_jordani,2021,2021_123_37102241,37.15916667,-122.69388889,0,1
Sebastes_jordani,2021,2021_123_37182249,37.30472222,-122.82055556,0.733663675709,1
Sebastes_jordani,2021,2021_123_38222322,38.38388889,-123.37805556,0.026845782571,1
Sebastes_jordani,2021,2021_124_35112116,35.195,-121.26694444,0,1
Sebastes_jordani,2021,2021_124_37162308,37.28888889,-123.12333333,0,1
Sebastes_jordani,2021,2021_124_37282250,37.46305556,-122.83583333,0,1
Sebastes_jordani,2021,2021_124_38122315,38.21055556,-123.25555556,0,1
Sebastes_jordani,2021,2021_125_35092113,35.1475,-121.21194444,0,1
Sebastes_jordani,2021,2021_125_36552212,36.91916667,-122.19333333,0,1
Sebastes_jordani,2021,2021_125_37162258,37.28166667,-122.97527778,0,1
Sebastes_jordani,2021,2021_125_38082315,38.15138889,-123.24944444,0,1
Sebastes_jordani,2021,2021_126_35112109,35.17611111,-121.14361111,0,1
Sebastes_jordani,2021,2021_126_36442157,36.73472222,-121.95472222,1.446364022147,1
Sebastes_jordani,2021,2021_126_37202254,37.3325,-122.86694444,1.410795559547,1
Sebastes_jordani,2021,2021_126_37522318,37.86,-123.28777778,0.023631387807,1
Sebastes_jordani,2021,2021_127_34592108,35.05194444,-121.18472222,0,1
Sebastes_jordani,2021,2021_127_36152207,36.24527778,-122.10611111,0,1
Sebastes_jordani,2021,2021_127_36572221,36.95777778,-122.34055556,0.893970625014,1
Sebastes_jordani,2021,2021_127_37322250,37.54416667,-122.81916667,0,1
Sebastes_jordani,2021,2021_128_35222055,35.36472222,-120.93305556,0,1
Sebastes_jordani,2021,2021_128_36132205,36.21277778,-122.07611111,0,1
Sebastes_jordani,2021,2021_128_36522159,36.86861111,-121.98888889,0,1
Sebastes_jordani,2021,2021_128_37242256,37.41277778,-122.91805556,0,1
Sebastes_jordani,2021,2021_129_35062049,34.98583333,-121.12361111,0,1
Sebastes_jordani,2021,2021_129_36092154,36.12833333,-121.89833333,0,1
Sebastes_jordani,2021,2021_129_36392211,36.655,-122.18444444,0,1
Sebastes_jordani,2021,2021_129_37242245,37.40527778,-122.75111111,0,1
Sebastes_jordani,2021,2021_13_46322442,46.53944444,-124.69138889,0,1
Sebastes_jordani,2021,2021_13_47062445,47.10194444,-124.74916667,0,1
Sebastes_jordani,2021,2021_13_47162438,47.25416667,-124.64472222,0,1
Sebastes_jordani,2021,2021_13_48042551,48.07222222,-125.86083333,0,1
Sebastes_jordani,2021,2021_130_35052100,35.07055556,-121.00194444,0,1
Sebastes_jordani,2021,2021_130_36052154,36.06444444,-121.8975,0,1
Sebastes_jordani,2021,2021_130_36252157,36.41972222,-121.95722222,12.694199414602,1
Sebastes_jordani,2021,2021_130_37242239,37.40055556,-122.65361111,0,1
Sebastes_jordani,2021,2021_131_35042059,35.07694444,-120.97805556,0,1
Sebastes_jordani,2021,2021_131_36022139,36.0225,-121.65083333,0,1
Sebastes_jordani,2021,2021_131_36122150,35.87472222,-121.50361111,0.323608430782,1
Sebastes_jordani,2021,2021_131_37042251,37.07583333,-122.84166667,0,1
Sebastes_jordani,2021,2021_132_35022053,35.04472222,-120.88111111,0,1
Sebastes_jordani,2021,2021_132_35462131,35.77416667,-121.52388889,0,1
Sebastes_jordani,2021,2021_132_35462137,35.76861111,-121.61027778,0,1
Sebastes_jordani,2021,2021_132_37042238,37.06805556,-122.64611111,0,1
Sebastes_jordani,2021,2021_133_35062049,35.10055556,-120.82361111,0.011031048229,1
Sebastes_jordani,2021,2021_133_35342135,35.5825,-121.60222222,0,1
Sebastes_jordani,2021,2021_133_35442144,35.73777778,-121.73666667,0,1
Sebastes_jordani,2021,2021_133_36532212,36.88805556,-122.20666667,0,1
Sebastes_jordani,2021,2021_134_34512103,34.84833333,-121.04777778,0,1
Sebastes_jordani,2021,2021_134_35322124,35.51972222,-121.39111111,0,1
Sebastes_jordani,2021,2021_134_35432201,35.71472222,-122.00944444,0,1
Sebastes_jordani,2021,2021_134_36292202,36.48444444,-122.03666667,0,1
Sebastes_jordani,2021,2021_135_34402053,34.66638889,-120.87138889,0.434064622933,1
Sebastes_jordani,2021,2021_135_35352122,35.60166667,-121.37444444,0,1
Sebastes_jordani,2021,2021_135_35352154,35.59055556,-121.91333333,0,1
Sebastes_jordani,2021,2021_135_36212212,36.35694444,-122.19861111,0,1
Sebastes_jordani,2021,2021_136_34342042,34.57055556,-120.70194444,0.413739026633,1
Sebastes_jordani,2021,2021_136_34372106,34.61972222,-121.10166667,0,1
Sebastes_jordani,2021,2021_136_35252119,35.42805556,-121.32277778,0,1
Sebastes_jordani,2021,2021_136_36132210,36.22638889,-122.18277778,0,1
Sebastes_jordani,2021,2021_137_34302039,34.49388889,-120.6525,0,1
Sebastes_jordani,2021,2021_137_34432106,34.72055556,-121.10361111,0,1
Sebastes_jordani,2021,2021_137_35142137,35.22,-121.60138889,0,1
Sebastes_jordani,2021,2021_137_36022143,36.03944444,-121.71944444,0,1
Sebastes_jordani,2021,2021_138_34212029,34.365,-120.48111111,0,1
Sebastes_jordani,2021,2021_138_34512110,34.85583333,-121.17833333,0,1
Sebastes_jordani,2021,2021_138_35142127,35.23055556,-121.44194444,0,1
Sebastes_jordani,2021,2021_138_35562134,35.93638889,-121.56416667,0,1
Sebastes_jordani,2021,2021_139_34262008,34.42583333,-120.13722222,0,1
Sebastes_jordani,2021,2021_139_34532118,34.87972222,-121.29777778,0,1
Sebastes_jordani,2021,2021_139_35102058,35.1825,-120.96472222,0,1
Sebastes_jordani,2021,2021_139_35542149,35.91416667,-121.80722222,0,1
Sebastes_jordani,2021,2021_14_46362448,46.60666667,-124.81305556,0,1
Sebastes_jordani,2021,2021_14_47142452,47.21916667,-124.85972222,0.024536538949,1
Sebastes_jordani,2021,2021_14_48062542,48.105,-125.71222222,0,1
Sebastes_jordani,2021,2021_140_34211949,34.35444444,-119.81666667,0,1
Sebastes_jordani,2021,2021_140_35012117,35.02611111,-121.29111111,0,1
Sebastes_jordani,2021,2021_140_35082051,35.14388889,-120.86166667,0.733785342412,1
Sebastes_jordani,2021,2021_140_35292151,35.48527778,-121.84277778,0,1
Sebastes_jordani,2021,2021_141_34191951,34.32916667,-119.83805556,0,1
Sebastes_jordani,2021,2021_141_35042048,35.07527778,-120.79416667,0,1
Sebastes_jordani,2021,2021_141_35062124,35.09722222,-121.41361111,0,1
Sebastes_jordani,2021,2021_141_35322128,35.53222222,-121.46972222,0,1
Sebastes_jordani,2021,2021_142_34171949,34.28694444,-119.81833333,0,1
Sebastes_jordani,2021,2021_142_34592101,34.9825,-121.01361111,0,1
Sebastes_jordani,2021,2021_142_35292117,35.50666667,-121.27916667,0,1
Sebastes_jordani,2021,2021_142_35322126,35.52583333,-121.43305556,0,1
Sebastes_jordani,2021,2021_143_34151944,34.25833333,-119.72027778,0,1
Sebastes_jordani,2021,2021_143_34482056,34.81666667,-120.94222222,0,1
Sebastes_jordani,2021,2021_143_35272106,35.45722222,-121.10444444,0.76818562815,1
Sebastes_jordani,2021,2021_143_35362130,35.5975,-121.49027778,0,1
Sebastes_jordani,2021,2021_144_34141927,34.23805556,-119.46333333,0,1
Sebastes_jordani,2021,2021_144_34472060,34.78416667,-121.00666667,0,1
Sebastes_jordani,2021,2021_144_35162056,35.26916667,-120.94361111,0,1
Sebastes_jordani,2021,2021_144_35332122,35.55583333,-121.37361111,0,1
Sebastes_jordani,2021,2021_145_34041932,34.07833333,-119.53361111,15.696728861647,1
Sebastes_jordani,2021,2021_145_34372120,34.62916667,-121.35333333,0,1
Sebastes_jordani,2021,2021_145_35042046,35.055,-120.76805556,0,1
Sebastes_jordani,2021,2021_145_35312110,35.52527778,-121.15805556,0.032812132462,1
Sebastes_jordani,2021,2021_146_34091942,34.13,-119.70666667,0,1
Sebastes_jordani,2021,2021_146_34272035,34.46166667,-120.58222222,0.032472611311,1
Sebastes_jordani,2021,2021_146_34482052,34.82138889,-120.86805556,0,1
Sebastes_jordani,2021,2021_146_35252112,35.4225,-121.20472222,0,1
Sebastes_jordani,2021,2021_147_34051944,34.07527778,-119.74416667,0,1
Sebastes_jordani,2021,2021_147_34172027,34.29222222,-120.46194444,0,1
Sebastes_jordani,2021,2021_147_34472103,34.79777778,-121.05083333,0,1
Sebastes_jordani,2021,2021_147_35172111,35.27833333,-121.17777778,0,1
Sebastes_jordani,2021,2021_148_33572030,33.965,-120.5025,0,1
Sebastes_jordani,2021,2021_148_34071950,34.10277778,-119.83583333,0.033540628705,1
Sebastes_jordani,2021,2021_148_34452060,34.75583333,-121.00083333,0,1
Sebastes_jordani,2021,2021_148_35172101,35.28305556,-121.03138889,0,1
Sebastes_jordani,2021,2021_149_33522016,33.87611111,-120.25833333,0,1
Sebastes_jordani,2021,2021_149_34131953,34.13472222,-120.09611111,0,1
Sebastes_jordani,2021,2021_149_34332101,34.5575,-121.0125,0,1
Sebastes_jordani,2021,2021_149_35112104,35.18166667,-121.06444444,0,1
Sebastes_jordani,2021,2021_15_46382450,46.64055556,-124.82333333,0,1
Sebastes_jordani,2021,2021_15_47222434,47.35611111,-124.55361111,0,1
Sebastes_jordani,2021,2021_15_47282516,47.48111111,-125.25333333,0,1
Sebastes_jordani,2021,2021_15_48202455,48.32638889,-124.90527778,0,1
Sebastes_jordani,2021,2021_150_33551945,33.93027778,-119.78083333,0.055036632285,1
Sebastes_jordani,2021,2021_150_34131953,34.21444444,-119.87,0,1
Sebastes_jordani,2021,2021_150_34312101,34.525,-121.01416667,0,1
Sebastes_jordani,2021,2021_150_35022059,35.04472222,-120.96833333,0,1
Sebastes_jordani,2021,2021_151_33521927,33.86805556,-119.43888889,0,1
Sebastes_jordani,2021,2021_151_34172018,34.27611111,-120.2975,0,1
Sebastes_jordani,2021,2021_151_34362051,34.59194444,-120.86805556,0,1
Sebastes_jordani,2021,2021_151_34422047,34.70583333,-120.79305556,0,1
Sebastes_jordani,2021,2021_152_34112033,33.81444444,-120.01472222,0,1
Sebastes_jordani,2021,2021_152_34211952,34.35277778,-119.86,0,1
Sebastes_jordani,2021,2021_152_34342048,34.57361111,-120.7975,0,1
Sebastes_jordani,2021,2021_152_34362042,34.58305556,-120.71333333,0.031575241238,1
Sebastes_jordani,2021,2021_153_33471950,33.10888889,-120.07111111,0,1
Sebastes_jordani,2021,2021_153_34132102,34.21416667,-121.04027778,0,1
Sebastes_jordani,2021,2021_153_34151945,34.25555556,-119.74833333,0,1
Sebastes_jordani,2021,2021_153_34322037,34.51166667,-120.62111111,0.011467119417,1
Sebastes_jordani,2021,2021_154_32572022,32.63444444,-119.84083333,0,1
Sebastes_jordani,2021,2021_154_34102039,34.15722222,-120.63333333,0,1
Sebastes_jordani,2021,2021_154_34131944,34.22194444,-119.73638889,0,1
Sebastes_jordani,2021,2021_154_34262043,34.43583333,-120.715,0,1
Sebastes_jordani,2021,2021_155_32221940,33.08305556,-118.68194444,0,1
Sebastes_jordani,2021,2021_155_34112028,34.17638889,-120.46305556,0.487933856726,1
Sebastes_jordani,2021,2021_155_34141935,34.24777778,-119.58222222,0,1
Sebastes_jordani,2021,2021_155_34252032,34.42638889,-120.53416667,0,1
Sebastes_jordani,2021,2021_156_33051845,33.89361111,-118.85222222,0,1
Sebastes_jordani,2021,2021_156_34072017,34.11027778,-120.29,0.048703618561,1
Sebastes_jordani,2021,2021_156_34191943,34.31166667,-119.71555556,0,1
Sebastes_jordani,2021,2021_156_34262015,34.43666667,-120.26527778,0.107714954853,1
Sebastes_jordani,2021,2021_157_33571840,33.95527778,-118.66361111,0,1
Sebastes_jordani,2021,2021_157_33592021,33.97777778,-120.34388889,0,1
Sebastes_jordani,2021,2021_157_34231957,34.38916667,-119.95333333,0,1
Sebastes_jordani,2021,2021_157_34242012,34.41277778,-120.20555556,0.005222966106,1
Sebastes_jordani,2021,2021_158_33331811,33.53805556,-118.04305556,0,1
Sebastes_jordani,2021,2021_158_34102008,34.1725,-120.12388889,0,1
Sebastes_jordani,2021,2021_158_34171945,34.28944444,-119.75944444,0,1
Sebastes_jordani,2021,2021_158_34262003,34.42222222,-120.03916667,0,1
Sebastes_jordani,2021,2021_159_33301833,33.48833333,-118.55222222,0,1
Sebastes_jordani,2021,2021_159_34082010,34.13277778,-120.16222222,0,1
Sebastes_jordani,2021,2021_159_34142011,34.25027778,-120.17944444,0,1
Sebastes_jordani,2021,2021_159_34211941,34.33388889,-119.69944444,0,1
Sebastes_jordani,2021,2021_16_46442450,46.74138889,-124.82194444,0,1
Sebastes_jordani,2021,2021_16_47382525,47.6275,-125.40333333,0,1
Sebastes_jordani,2021,2021_16_47522527,47.8725,-125.44527778,0,1
Sebastes_jordani,2021,2021_16_48222455,48.35111111,-124.91083333,0,1
Sebastes_jordani,2021,2021_160_33281830,33.47666667,-118.49888889,0.360932374116,1
Sebastes_jordani,2021,2021_160_34061926,34.09944444,-119.43638889,0,1
Sebastes_jordani,2021,2021_160_34111946,34.19277778,-119.76638889,0,1
Sebastes_jordani,2021,2021_160_34192020,34.31027778,-120.33861111,0,1
Sebastes_jordani,2021,2021_161_33331811,33.55666667,-118.19333333,0,1
Sebastes_jordani,2021,2021_161_34062008,34.10305556,-120.13333333,0,1
Sebastes_jordani,2021,2021_161_34071921,34.12416667,-119.335,0,1
Sebastes_jordani,2021,2021_161_34192025,34.32361111,-120.425,0.040168106147,1
Sebastes_jordani,2021,2021_162_33222015,33.38027778,-120.24,0,1
Sebastes_jordani,2021,2021_162_34011921,34.03472222,-119.34638889,0.425581695916,1
Sebastes_jordani,2021,2021_162_34051950,34.09305556,-119.8425,0.02483728368,1
Sebastes_jordani,2021,2021_163_33272024,33.43527778,-120.40944444,0,1
Sebastes_jordani,2021,2021_163_33591921,34.00222222,-119.34916667,3.268563634546,1
Sebastes_jordani,2021,2021_163_34021901,34.03833333,-119.02027778,0,1
Sebastes_jordani,2021,2021_164_33132025,33.21027778,-120.41583333,0,1
Sebastes_jordani,2021,2021_164_33511911,33.845,-119.18805556,0,1
Sebastes_jordani,2021,2021_164_33521833,33.85527778,-118.54111111,0,1
Sebastes_jordani,2021,2021_165_33051839,33.08166667,-118.66805556,0,1
Sebastes_jordani,2021,2021_165_33481830,33.81055556,-118.50833333,0,1
Sebastes_jordani,2021,2021_165_33601854,33.99416667,-118.90444444,0,1
Sebastes_jordani,2021,2021_166_32551840,32.92583333,-118.67,0,1
Sebastes_jordani,2021,2021_166_33301830,33.48555556,-118.49833333,0,1
Sebastes_jordani,2021,2021_166_34051923,34.09472222,-119.37972222,0,1
Sebastes_jordani,2021,2021_167_33531954,33.90833333,-119.89805556,0.56281270733,1
Sebastes_jordani,2021,2021_167_34021906,34.04722222,-119.11833333,0.071982252501,1
Sebastes_jordani,2021,2021_168_32401828,32.66083333,-118.4625,0,1
Sebastes_jordani,2021,2021_168_33391952,33.6525,-119.87833333,0,1
Sebastes_jordani,2021,2021_168_33482004,33.80444444,-120.07388889,0,1
Sebastes_jordani,2021,2021_169_33232024,33.37666667,-120.39888889,0,1
Sebastes_jordani,2021,2021_169_33542011,33.89611111,-120.18694444,0.652885931977,1
Sebastes_jordani,2021,2021_17_46482457,46.80638889,-124.92888889,0,1
Sebastes_jordani,2021,2021_17_47422525,47.7075,-125.41388889,0,1
Sebastes_jordani,2021,2021_17_47582518,47.96388889,-125.28527778,0,1
Sebastes_jordani,2021,2021_170_32531812,32.87333333,-118.19944444,0,1
Sebastes_jordani,2021,2021_170_33142003,33.23194444,-120.04111111,0,1
Sebastes_jordani,2021,2021_170_33542016,33.91611111,-120.27805556,0.067199205239,1
Sebastes_jordani,2021,2021_171_32461800,32.75444444,-118.01777778,0,1
Sebastes_jordani,2021,2021_171_32481836,32.80611111,-118.59361111,0,1
Sebastes_jordani,2021,2021_171_33262011,33.43305556,-120.17527778,0,1
Sebastes_jordani,2021,2021_172_32481839,32.79583333,-118.53694444,0,1
Sebastes_jordani,2021,2021_172_32511756,32.85638889,-117.92472222,0,1
Sebastes_jordani,2021,2021_173_32561759,32.91638889,-117.97777778,0,1
Sebastes_jordani,2021,2021_173_33091843,33.14638889,-118.71138889,0,1
Sebastes_jordani,2021,2021_173_33131954,33.20888889,-119.90777778,0,1
Sebastes_jordani,2021,2021_174_32351724,32.5875,-117.38305556,0,1
Sebastes_jordani,2021,2021_174_33131958,33.21138889,-119.96,0,1
Sebastes_jordani,2021,2021_174_33171822,33.29277778,-118.36972222,4.909179429484,1
Sebastes_jordani,2021,2021_175_32351722,32.58416667,-117.38194444,0.07423534092,1
Sebastes_jordani,2021,2021_175_32371731,32.61583333,-117.50444444,0,1
Sebastes_jordani,2021,2021_175_32582004,32.97388889,-120.06138889,0,1
Sebastes_jordani,2021,2021_176_32431725,32.71611111,-117.40194444,0,1
Sebastes_jordani,2021,2021_176_32442004,32.73305556,-120.07027778,0,1
Sebastes_jordani,2021,2021_176_32581732,32.94527778,-117.53027778,0,1
Sebastes_jordani,2021,2021_177_32421937,32.70361111,-119.62527778,0,1
Sebastes_jordani,2021,2021_177_32471721,32.76361111,-117.34444444,0,1
Sebastes_jordani,2021,2021_177_33091724,33.15277778,-117.39,0,1
Sebastes_jordani,2021,2021_178_32421804,32.70361111,-118.07694444,0,1
Sebastes_jordani,2021,2021_178_32561738,32.94333333,-117.62805556,0,1
Sebastes_jordani,2021,2021_178_33111729,33.19944444,-117.46388889,0,1
Sebastes_jordani,2021,2021_179_33031726,33.04555556,-117.43777778,0,1
Sebastes_jordani,2021,2021_179_33081743,33.14472222,-117.70694444,0,1
Sebastes_jordani,2021,2021_18_46502510,46.83694444,-125.15833333,0,1
Sebastes_jordani,2021,2021_18_47422513,47.695,-125.23083333,0,1
Sebastes_jordani,2021,2021_18_48062540,48.09833333,-125.65222222,0,1
Sebastes_jordani,2021,2021_180_33021759,33.04472222,-117.97694444,0,1
Sebastes_jordani,2021,2021_180_33071722,33.10027778,-117.36277778,0,1
Sebastes_jordani,2021,2021_181_33091752,33.16916667,-117.88194444,0,1
Sebastes_jordani,2021,2021_181_33111730,33.19222222,-117.51194444,0,1
Sebastes_jordani,2021,2021_181_33311842,33.50555556,-118.69138889,0,1
Sebastes_jordani,2021,2021_182_33061736,33.10361111,-117.60944444,0,1
Sebastes_jordani,2021,2021_182_33161732,33.25722222,-117.53888889,0,1
Sebastes_jordani,2021,2021_182_33171820,33.29166667,-118.34388889,0,1
Sebastes_jordani,2021,2021_183_33161734,33.26555556,-117.55388889,0,1
Sebastes_jordani,2021,2021_183_33161737,33.25444444,-117.61527778,0,1
Sebastes_jordani,2021,2021_183_33501830,33.82083333,-118.49916667,0,1
Sebastes_jordani,2021,2021_184_33151753,33.25027778,-117.89416667,0,1
Sebastes_jordani,2021,2021_184_33321808,33.53,-118.13388889,0,1
Sebastes_jordani,2021,2021_185_33311815,33.51611111,-118.24694444,0,1
Sebastes_jordani,2021,2021_186_33311755,33.51194444,-117.91583333,0,1
Sebastes_jordani,2021,2021_187_33331755,33.54777778,-117.91444444,0,1
Sebastes_jordani,2021,2021_188_33351817,33.58666667,-118.27138889,0,1
Sebastes_jordani,2021,2021_189_33411820,33.68888889,-118.32416667,0.071722953507,1
Sebastes_jordani,2021,2021_19_46522452,46.86305556,-124.86833333,0,1
Sebastes_jordani,2021,2021_19_47342505,47.57166667,-125.08111111,0,1
Sebastes_jordani,2021,2021_19_48062509,48.11083333,-125.13444444,0,1
Sebastes_jordani,2021,2021_19_48062547,48.24388889,-125.61944444,0,1
Sebastes_jordani,2021,2021_190_33281826,33.44583333,-118.43944444,0,1
